EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM495,34,26-35,0,3,204,2,14,3,5,1,666,3,0,31,3,1,8,3,0,2579,Upto 5k,2912,1,Y,1,18,3,4,80,2,8,3,3,8,2,0,6.0
RM504,34,26-35,0,3,1397,1,1,5,1,1,683,2,1,42,3,1,6,4,1,2691,Upto 5k,7660,1,Y,0,12,3,4,80,1,10,4,2,10,9,8,8.0
RM525,34,26-35,0,3,1442,1,9,3,3,1,717,4,0,46,2,3,0,2,2,8621,5k-10k,17654,1,Y,0,14,3,2,80,0,9,3,4,8,7,7,7.0
RM550,34,26-35,0,3,970,1,8,2,3,1,757,2,0,96,3,2,0,3,2,6142,5k-10k,7360,3,Y,0,11,3,4,80,0,10,2,3,5,1,4,3.0
RM561,34,26-35,0,3,167,1,8,5,1,1,775,2,0,32,3,2,4,1,0,5121,5k-10k,4187,3,Y,0,14,3,3,80,1,7,3,3,0,0,0,0.0
RM568,34,26-35,0,3,304,2,2,3,4,1,786,4,1,60,3,2,7,4,2,6274,5k-10k,18686,1,Y,0,22,4,3,80,0,6,5,3,6,5,1,4.0
RM575,34,26-35,0,3,182,1,1,4,1,1,797,2,0,72,4,1,6,4,2,3280,Upto 5k,13551,2,Y,0,16,3,3,80,0,10,2,3,4,2,1,3.0
RM580,34,26-35,0,3,121,1,2,4,3,1,804,3,0,86,2,1,6,1,2,4381,Upto 5k,7530,1,Y,0,11,3,3,80,0,6,3,3,6,5,1,3.0
RM584,34,26-35,0,3,1111,2,8,2,1,1,808,3,0,93,3,2,7,1,1,6500,5k-10k,13305,5,Y,0,17,3,2,80,1,6,1,3,3,2,1,2.0
RM607,34,26-35,0,2,702,1,16,4,1,1,838,3,0,100,2,1,6,4,2,2553,Upto 5k,8306,1,Y,0,16,3,3,80,0,6,3,3,5,2,1,3.0
RM614,34,26-35,0,3,829,0,3,2,0,1,847,3,1,88,3,1,1,4,1,3737,Upto 5k,2243,0,Y,0,19,3,3,80,1,4,1,1,3,2,0,2.0
RM672,34,26-35,0,3,546,1,10,3,1,1,934,2,1,83,3,1,2,2,0,2008,Upto 5k,6896,1,Y,0,14,3,2,80,2,1,3,3,1,0,1,0.0
RM758,34,26-35,0,3,216,2,1,4,2,1,1047,2,1,75,4,2,7,4,0,9725,5k-10k,12278,0,Y,0,11,3,4,80,1,16,2,2,15,1,0,9.0
RM764,34,26-35,0,3,1333,2,10,4,1,1,1055,3,0,87,3,1,8,3,1,2220,Upto 5k,18410,1,Y,1,19,3,4,80,1,1,2,3,1,1,0,0.0
RM795,34,26-35,0,2,618,1,3,1,1,1,1103,1,1,45,3,2,0,4,2,7756,5k-10k,22266,0,Y,0,17,3,3,80,0,7,1,2,6,2,0,4.0
RM804,34,26-35,0,0,697,1,3,4,1,1,1115,3,1,40,2,1,6,4,1,2979,Upto 5k,22478,3,Y,0,17,3,4,80,3,6,2,3,0,0,0,0.0
RM823,34,26-35,0,2,1003,1,2,2,1,1,1140,4,1,95,3,2,4,3,2,4033,Upto 5k,15834,2,Y,0,11,3,4,80,0,5,3,2,3,2,0,2.0
RM835,34,26-35,0,3,1400,2,9,1,1,1,1163,2,0,70,3,2,7,3,1,5714,5k-10k,5829,1,Y,0,20,4,1,80,0,6,3,2,6,5,1,3.0
RM848,34,26-35,0,2,669,1,1,3,3,1,1184,4,1,97,2,2,0,1,2,5343,5k-10k,25755,0,Y,0,20,4,3,80,0,14,3,3,13,9,4,9.0
RM907,34,26-35,0,3,1320,1,20,3,5,1,1265,3,0,89,4,1,6,3,1,2585,Upto 5k,21643,0,Y,0,17,3,4,80,0,2,5,2,1,0,0,0.0
RM918,34,26-35,0,3,131,2,2,3,2,1,1281,3,0,86,3,2,7,1,2,4538,Upto 5k,6039,0,Y,1,12,3,4,80,0,4,3,3,3,2,0,2.0
RM921,34,26-35,0,2,135,1,19,3,3,1,1285,3,0,46,3,2,2,2,0,4444,Upto 5k,22534,4,Y,0,13,3,3,80,2,15,2,4,11,8,5,10.0
RM924,34,26-35,0,2,648,0,11,3,1,1,1289,3,1,56,2,2,1,2,1,4490,Upto 5k,21833,4,Y,0,11,3,4,80,2,14,5,4,10,9,1,8.0
RM959,34,26-35,0,3,943,1,9,3,1,1,1344,4,1,86,3,3,0,4,0,8500,5k-10k,5494,0,Y,0,11,3,4,80,1,10,0,2,9,7,1,6.0
RM965,34,26-35,0,3,507,2,15,2,3,1,1356,3,0,66,3,2,7,1,2,6125,5k-10k,23553,1,Y,0,12,3,4,80,0,10,6,4,10,8,9,6.0
RM978,34,26-35,0,0,999,1,26,1,5,1,1374,1,0,92,2,1,6,3,0,2029,Upto 5k,15891,1,Y,0,20,4,3,80,3,5,2,3,5,4,0,0.0
RM980,34,26-35,0,3,285,1,29,3,3,1,1377,2,1,86,3,2,2,3,1,5429,5k-10k,17491,4,Y,0,13,3,1,80,2,10,1,3,8,7,7,7.0
RM984,34,26-35,0,3,404,1,2,4,5,1,1383,3,0,98,3,2,0,4,2,6687,5k-10k,6163,1,Y,0,11,3,4,80,0,14,2,4,14,11,4,11.0
RM1016,34,26-35,0,2,560,1,1,4,4,1,1431,4,1,91,3,1,6,1,0,2996,Upto 5k,20284,5,Y,0,14,3,3,80,2,10,2,3,4,3,1,3.0
RM1028,34,26-35,0,3,401,1,1,3,1,1,1447,4,0,86,2,1,2,2,1,3294,Upto 5k,3708,5,Y,0,17,3,1,80,1,7,2,2,5,4,0,2.0
RM1040,34,26-35,1,3,1107,0,9,4,5,1,1467,1,0,52,3,1,1,3,1,2742,Upto 5k,3072,1,Y,0,15,3,4,80,0,2,0,3,2,2,2,2.0
RM1049,34,26-35,0,3,1326,2,3,3,4,1,1478,4,1,81,1,2,7,1,2,4759,Upto 5k,15891,3,Y,0,18,3,4,80,0,15,2,3,13,9,3,12.0
RM1056,34,26-35,0,2,829,1,15,3,3,1,1485,2,1,71,3,4,5,1,0,17007,15k+,11929,7,Y,0,14,3,4,80,2,16,3,2,14,8,6,9.0
RM1059,34,26-35,1,3,790,2,24,4,3,1,1489,1,0,40,2,2,7,2,2,4599,Upto 5k,7815,0,Y,1,23,4,3,80,0,16,2,4,15,9,10,10.0
RM1085,34,26-35,0,3,971,2,1,3,5,1,1535,4,1,64,2,3,7,3,1,7083,5k-10k,12288,1,Y,1,14,3,4,80,0,10,3,3,10,9,8,6.0
RM1088,34,26-35,0,3,1440,2,7,2,5,1,1541,2,1,55,3,1,8,3,1,2308,Upto 5k,4944,0,Y,1,25,4,2,80,1,12,4,3,11,10,5,7.0
RM1116,34,26-35,0,3,479,1,7,4,3,1,1577,1,1,35,3,1,6,4,2,2972,Upto 5k,22061,1,Y,0,13,3,3,80,0,1,4,1,1,0,0,0.0
RM1118,34,26-35,0,3,1351,1,1,4,1,1,1580,2,1,45,3,2,6,4,1,5484,5k-10k,13008,9,Y,0,17,3,2,80,1,9,3,2,2,2,2,1.0
RM1132,34,26-35,0,2,653,1,10,4,5,1,1597,4,1,92,2,2,0,3,1,5063,5k-10k,15332,1,Y,0,14,3,2,80,1,8,3,2,8,2,7,7.0
RM1147,34,26-35,0,2,426,1,10,4,1,1,1615,3,1,42,4,2,4,4,0,4724,Upto 5k,17000,1,Y,0,13,3,1,80,1,9,3,3,9,7,7,2.0
RM1180,34,26-35,0,3,1130,1,3,3,1,1,1658,4,0,66,3,2,6,2,0,5433,5k-10k,19332,1,Y,0,12,3,3,80,1,11,2,3,11,8,7,9.0
RM1209,34,26-35,0,3,1157,1,5,2,3,1,1696,2,1,57,2,2,2,4,1,3986,Upto 5k,11912,1,Y,0,14,3,3,80,1,15,3,4,15,10,4,13.0
RM1213,34,26-35,0,3,678,1,19,3,1,1,1701,2,0,35,2,1,6,4,1,2929,Upto 5k,20338,1,Y,0,12,3,2,80,0,10,3,3,10,9,8,7.0
RM1253,34,26-35,0,3,181,1,2,4,3,1,1755,4,1,97,4,1,6,4,1,2932,Upto 5k,5586,0,Y,1,14,3,1,80,3,6,3,3,5,0,1,2.0
RM1268,34,26-35,0,0,1375,2,10,3,1,1,1774,4,1,87,3,2,7,3,0,4001,Upto 5k,12313,1,Y,1,14,3,3,80,1,15,3,3,15,14,0,7.0
RM1271,34,26-35,0,3,511,2,3,2,1,1,1779,4,0,32,1,2,7,4,2,6029,5k-10k,25353,5,Y,0,12,3,1,80,0,6,3,3,2,2,2,2.0
RM1291,34,26-35,1,2,234,1,9,4,1,1,1807,4,1,93,3,2,2,1,1,5346,5k-10k,6208,4,Y,0,17,3,3,80,1,11,3,2,7,1,0,7.0
RM1301,34,26-35,0,3,810,2,8,2,5,1,1823,2,1,92,4,2,7,3,1,6799,5k-10k,22128,1,Y,0,21,4,3,80,2,10,5,3,10,8,4,8.0
RM1343,34,26-35,0,3,1480,2,4,3,1,1,1882,3,1,64,3,3,7,4,1,9713,5k-10k,24444,2,Y,1,13,3,4,80,3,9,3,3,5,3,1,0.0
RM1354,34,26-35,1,0,967,1,16,4,5,1,1905,4,1,85,1,1,6,1,1,2307,Upto 5k,14460,1,Y,1,23,4,2,80,1,5,2,3,5,2,3,0.0
RM1360,34,26-35,0,3,735,2,3,1,3,1,1915,4,0,75,2,2,7,4,1,8103,5k-10k,16495,3,Y,1,12,3,3,80,0,9,3,2,4,2,0,1.0
RM1369,34,26-35,0,2,735,1,22,4,4,1,1932,3,1,86,2,2,6,4,1,5747,5k-10k,26496,1,Y,1,15,3,2,80,0,16,3,3,15,10,6,11.0
RM1385,34,26-35,0,3,937,2,1,3,2,1,1950,1,1,32,3,3,7,4,2,9888,5k-10k,6770,1,Y,0,21,4,1,80,0,14,3,2,14,8,2,1.0
RM1386,34,26-35,0,3,1239,2,13,4,3,1,1951,4,1,39,3,3,7,3,0,8628,5k-10k,22914,1,Y,0,18,3,3,80,1,9,2,2,8,7,1,1.0
RM1447,34,26-35,0,3,704,2,28,3,2,1,2035,4,0,95,2,2,7,3,1,6712,5k-10k,8978,1,Y,0,21,4,4,80,2,8,2,3,8,7,1,7.0
RM1470,34,26-35,0,1,628,1,8,3,3,1,2068,2,1,82,4,2,2,3,1,4404,Upto 5k,10228,2,Y,0,12,3,1,80,0,6,3,4,4,3,1,2.0
RM1470,34,26-35,0,1,628,1,8,3,3,1,2068,2,1,82,4,2,2,3,1,4404,Upto 5k,10228,2,Y,0,12,3,1,80,0,6,3,4,4,3,1,2.0
RM011,35,26-35,0,3,809,1,16,3,3,1,14,1,1,84,4,1,2,2,1,2426,Upto 5k,16479,0,Y,0,13,3,3,80,1,6,5,3,5,4,0,3.0
RM038,35,26-35,0,3,890,2,2,3,2,1,49,4,0,97,3,1,8,4,1,2014,Upto 5k,9687,1,Y,0,13,3,1,80,0,2,3,3,2,2,2,2.0
RM041,35,26-35,0,3,464,1,4,2,4,1,53,3,1,75,3,1,2,4,0,1951,Upto 5k,10910,1,Y,0,12,3,3,80,1,1,3,3,1,0,0,0.0
RM050,35,26-35,0,3,1229,1,8,1,1,1,63,4,1,36,4,1,2,4,1,2269,Upto 5k,4892,1,Y,0,19,3,4,80,0,1,2,3,1,0,0,1.0
RM054,35,26-35,0,0,1097,1,11,2,3,1,70,3,1,79,2,3,0,1,1,9884,5k-10k,8302,2,Y,1,13,3,3,80,1,10,3,3,4,0,2,3.0
RM057,35,26-35,0,2,853,2,18,5,1,1,74,2,1,71,3,3,7,1,1,9069,5k-10k,11031,1,Y,0,22,4,4,80,1,9,3,2,9,8,1,8.0
RM058,35,26-35,0,3,1142,1,23,4,3,1,75,3,0,30,3,1,2,1,1,4014,Upto 5k,16002,3,Y,1,15,3,3,80,1,4,3,3,2,2,2,2.0
RM069,35,26-35,0,2,664,1,1,3,3,1,88,2,1,79,3,1,6,1,1,2194,Upto 5k,5868,4,Y,0,13,3,4,80,1,5,2,2,3,2,1,2.0
RM077,35,26-35,0,3,776,2,1,4,2,1,100,3,1,32,2,2,7,1,2,4312,Upto 5k,23016,0,Y,0,14,3,2,80,0,16,2,3,15,13,2,
RM082,35,26-35,0,3,1214,1,1,3,3,1,105,2,1,30,2,1,6,3,2,2859,Upto 5k,26278,1,Y,0,18,3,1,80,0,6,3,3,6,4,0,4.0
RM152,35,26-35,0,3,662,2,1,5,2,1,204,3,1,94,3,3,7,2,1,7295,5k-10k,11439,1,Y,0,13,3,1,80,2,10,3,3,10,8,0,6.0
RM193,35,26-35,1,3,556,1,23,2,1,1,261,2,1,50,2,2,4,3,1,5916,5k-10k,15497,3,Y,1,13,3,1,80,0,8,1,3,1,0,0,1.0
RM197,35,26-35,0,2,138,1,2,3,3,1,269,2,0,37,3,2,2,2,2,4425,Upto 5k,15986,5,Y,0,11,3,4,80,0,10,5,3,6,2,1,2.0
RM229,35,26-35,0,2,944,2,1,3,2,1,314,3,0,92,3,3,7,3,2,8789,5k-10k,9096,1,Y,0,14,3,1,80,0,10,3,4,10,7,0,8.0
RM277,35,26-35,0,3,1315,1,22,3,1,1,381,2,0,71,4,3,3,2,0,11996,10k-15k,19100,7,Y,0,18,3,2,80,1,10,6,2,7,7,6,2.0
RM298,35,26-35,0,3,1232,2,16,3,2,1,406,3,1,96,3,3,7,2,1,8020,5k-10k,5100,0,Y,0,15,3,3,80,2,12,3,2,11,9,6,9.0
RM345,35,26-35,0,3,1296,1,5,4,5,1,464,3,1,62,3,3,4,2,2,8095,5k-10k,18264,0,Y,0,13,3,4,80,0,17,5,3,16,6,0,13.0
RM373,35,26-35,0,3,755,1,9,4,1,1,496,3,1,97,2,2,0,2,2,6540,5k-10k,19394,9,Y,0,19,3,3,80,0,10,5,3,1,1,0,0.0
RM431,35,26-35,0,3,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,4230,Upto 5k,19225,0,Y,0,15,3,3,80,0,6,2,3,5,4,4,3.0
RM439,35,26-35,0,3,1276,1,16,3,1,1,586,4,1,72,3,3,0,3,1,7632,5k-10k,14295,4,Y,1,12,3,3,80,0,10,2,3,8,7,0,0.0
RM448,35,26-35,0,3,619,2,1,3,2,1,600,2,1,85,3,2,7,3,1,4717,Upto 5k,18659,9,Y,0,11,3,3,80,0,15,2,3,11,9,6,9.0
RM462,35,26-35,0,3,195,2,1,3,3,1,620,1,0,80,3,2,7,3,2,4859,Upto 5k,6698,1,Y,0,16,3,4,80,0,5,3,3,5,4,0,3.0
RM484,35,26-35,0,3,538,1,25,2,4,1,652,1,1,54,2,2,2,4,2,3681,Upto 5k,14004,4,Y,0,14,3,4,80,0,9,3,3,3,2,0,2.0
RM509,35,26-35,0,3,1017,1,6,4,1,1,691,2,1,82,1,2,6,4,2,6646,5k-10k,19368,1,Y,0,13,3,2,80,0,17,3,3,17,11,11,8.0
RM516,35,26-35,0,0,727,1,3,3,1,1,704,3,1,41,2,1,2,3,1,1281,Upto 5k,16900,1,Y,0,18,3,3,80,2,1,3,3,1,0,0,0.0
RM558,35,26-35,0,0,1225,1,2,4,1,1,771,4,0,61,3,2,0,1,0,5093,5k-10k,4761,2,Y,0,11,3,1,80,1,16,2,4,1,0,0,0.0
RM581,35,26-35,0,3,384,2,8,4,1,1,805,1,0,72,3,1,8,4,1,2572,Upto 5k,20317,1,Y,0,16,3,2,80,1,3,1,2,3,2,0,2.0
RM597,35,26-35,0,3,1258,1,1,4,1,1,826,4,0,40,4,1,6,3,2,2506,Upto 5k,13301,3,Y,0,13,3,3,80,0,7,0,3,2,2,2,2.0
RM612,35,26-35,0,3,950,1,7,3,4,1,845,3,1,59,3,3,4,3,2,10221,10k-15k,18869,3,Y,0,21,4,2,80,0,17,3,4,8,5,1,6.0
RM621,35,26-35,0,3,1343,1,27,1,3,1,856,3,0,53,2,1,6,1,2,2559,Upto 5k,17852,1,Y,0,11,3,4,80,0,6,3,2,6,5,1,1.0
RM636,35,26-35,0,3,607,1,9,3,1,1,880,4,0,66,2,3,4,3,1,10685,10k-15k,23457,1,Y,1,20,4,2,80,1,17,2,3,17,14,5,15.0
RM637,35,26-35,1,2,130,1,25,4,1,1,881,4,0,96,3,1,6,2,0,2022,Upto 5k,16612,1,Y,1,19,3,1,80,1,10,3,2,10,2,7,8.0
RM648,35,26-35,0,3,672,1,25,3,5,1,899,4,1,78,2,3,4,2,1,10903,10k-15k,9129,3,Y,0,16,3,1,80,0,16,2,3,13,10,4,8.0
RM677,35,26-35,0,3,1137,1,21,1,1,1,942,4,0,51,3,2,0,4,1,4014,Upto 5k,19170,1,Y,1,25,4,4,80,1,10,2,1,10,6,0,7.0
RM699,35,26-35,0,3,1219,2,18,3,3,1,975,3,0,86,3,2,7,3,1,4601,Upto 5k,6179,1,Y,0,16,3,2,80,0,5,3,3,5,2,1,0.0
RM705,35,26-35,0,3,882,2,3,4,1,1,984,4,1,92,3,3,7,4,0,7823,5k-10k,6812,6,Y,0,13,3,2,80,1,12,2,3,10,9,0,8.0
RM726,35,26-35,1,3,622,1,14,4,4,1,1010,3,1,39,2,1,2,2,0,3743,Upto 5k,10074,1,Y,1,24,4,4,80,1,5,2,1,4,2,0,2.0
RM730,35,26-35,0,3,583,1,25,4,3,1,1014,3,0,57,3,3,0,3,0,10388,10k-15k,6975,1,Y,1,11,3,3,80,1,16,3,2,16,10,10,1.0
RM741,35,26-35,0,3,802,1,10,3,4,1,1028,2,1,45,3,1,2,4,0,3917,Upto 5k,9541,1,Y,0,20,4,1,80,1,3,4,2,3,2,1,2.0
RM792,35,26-35,1,3,1204,2,4,3,5,1,1100,4,1,86,3,3,7,1,2,9582,5k-10k,10333,0,Y,1,22,4,1,80,0,9,2,3,8,7,4,7.0
RM821,35,26-35,0,2,1182,2,11,2,2,1,1137,4,1,54,3,2,7,4,0,4968,Upto 5k,18500,1,Y,0,11,3,4,80,1,5,3,3,5,2,0,2.0
RM836,35,26-35,0,3,528,0,8,4,5,1,1164,3,1,100,3,1,1,3,2,4323,Upto 5k,7108,1,Y,0,17,3,2,80,0,6,2,1,5,4,1,4.0
RM841,35,26-35,0,3,982,1,1,4,3,1,1172,4,1,58,2,1,2,3,1,2258,Upto 5k,16340,6,Y,0,12,3,2,80,1,10,2,3,8,0,1,7.0
RM847,35,26-35,0,3,819,1,2,3,1,1,1182,3,1,44,2,3,4,2,0,10274,10k-15k,19588,2,Y,0,18,3,2,80,1,15,2,4,7,7,6,4.0
RM849,35,26-35,0,2,636,1,4,4,4,1,1185,4,1,47,2,1,2,4,1,2376,Upto 5k,26537,1,Y,0,13,3,2,80,1,2,2,4,2,2,2,2.0
RM871,35,26-35,0,3,1361,2,17,4,1,1,1218,3,1,94,3,2,7,1,1,8966,5k-10k,21026,3,Y,1,15,3,4,80,3,15,2,3,7,7,1,7.0
RM889,35,26-35,0,0,1212,2,8,2,2,1,1243,3,0,78,2,3,7,4,1,10377,10k-15k,13755,4,Y,1,11,3,2,80,1,16,6,2,13,2,4,12.0
RM925,35,26-35,0,3,735,1,6,1,1,1,1291,3,1,66,3,1,6,3,1,3506,Upto 5k,6020,0,Y,1,14,3,4,80,0,4,3,3,3,2,2,2.0
RM962,35,26-35,0,2,482,1,4,4,1,1,1350,3,1,87,3,2,6,3,2,4249,Upto 5k,2690,1,Y,1,11,3,2,80,0,9,3,3,9,6,1,1.0
RM974,35,26-35,0,3,817,1,1,3,3,1,1369,4,0,60,2,2,2,4,1,5363,5k-10k,10846,0,Y,0,12,3,2,80,1,10,0,3,9,7,0,0.0
RM982,35,26-35,1,2,662,2,18,4,2,1,1380,4,0,67,3,2,7,3,1,4614,Upto 5k,23288,0,Y,1,18,3,3,80,1,5,0,2,4,2,3,2.0
RM1003,35,26-35,0,2,200,1,18,2,1,1,1412,3,1,60,3,3,4,4,2,9362,5k-10k,19944,2,Y,0,11,3,3,80,0,10,2,3,2,2,2,2.0
RM1060,35,26-35,0,3,660,2,7,1,1,1,1492,4,1,76,3,1,8,3,1,2404,Upto 5k,16192,1,Y,0,13,3,1,80,1,1,3,3,1,0,0,0.0
RM1082,35,26-35,0,3,1029,1,16,3,1,1,1529,4,0,91,2,3,0,2,2,8606,5k-10k,21195,1,Y,0,19,3,4,80,0,11,3,1,11,8,3,3.0
RM1101,35,26-35,0,3,1402,2,28,4,1,1,1554,2,0,98,2,1,8,3,1,2430,Upto 5k,26204,0,Y,0,23,4,1,80,2,6,5,3,5,3,4,2.0
RM1109,35,26-35,0,3,992,1,1,3,3,1,1564,4,1,68,2,1,2,1,2,2450,Upto 5k,21731,1,Y,0,19,3,2,80,0,3,3,3,3,0,1,2.0
RM1111,35,26-35,1,3,104,1,2,3,1,1,1569,1,0,69,3,1,2,1,0,2074,Upto 5k,26619,1,Y,1,12,3,4,80,1,1,2,3,1,0,0,0.0
RM1124,35,26-35,0,3,670,1,10,4,3,1,1587,1,0,51,3,2,0,3,2,6142,5k-10k,4223,3,Y,1,16,3,3,80,0,10,4,3,5,2,0,4.0
RM1131,35,26-35,0,3,750,1,28,3,1,1,1596,2,1,46,4,2,2,3,1,3407,Upto 5k,25348,1,Y,0,17,3,4,80,2,10,3,2,10,9,6,8.0
RM1135,35,26-35,0,3,1349,1,7,2,1,1,1601,3,1,63,2,1,2,4,1,2690,Upto 5k,7713,1,Y,0,18,3,4,80,1,1,5,2,1,0,0,1.0
RM1151,35,26-35,0,3,819,1,18,5,1,1,1621,2,1,48,4,2,6,1,1,5208,5k-10k,26312,1,Y,0,11,3,4,80,0,16,2,3,16,15,1,10.0
RM1158,35,26-35,0,0,208,1,8,4,1,1,1630,3,0,52,3,2,0,3,1,4148,Upto 5k,12250,1,Y,0,12,3,4,80,1,15,5,3,14,11,2,9.0
RM1163,35,26-35,1,3,737,2,10,3,3,1,1639,4,1,55,2,3,7,1,1,10306,10k-15k,21530,9,Y,0,17,3,3,80,0,15,3,3,13,12,6,0.0
RM1168,35,26-35,1,3,763,2,15,2,3,1,1645,1,1,59,1,2,7,4,0,5440,5k-10k,22098,6,Y,1,14,3,4,80,2,7,2,2,2,2,2,2.0
RM1187,35,26-35,1,2,880,2,12,4,4,1,1667,4,1,36,3,2,7,4,2,4581,Upto 5k,10414,3,Y,1,24,4,1,80,0,13,2,4,11,9,6,7.0
RM1216,35,26-35,0,2,146,1,2,4,3,1,1704,1,1,79,2,1,6,4,2,4930,Upto 5k,13970,0,Y,1,14,3,3,80,0,6,2,4,5,4,1,4.0
RM1233,35,26-35,0,3,1370,1,27,4,1,1,1728,4,1,49,3,2,4,3,1,6883,5k-10k,5151,2,Y,0,16,3,2,80,1,17,3,3,7,7,0,7.0
RM1282,35,26-35,1,3,303,2,27,3,1,1,1797,3,1,84,3,2,7,4,2,5813,5k-10k,13492,1,Y,1,18,3,4,80,0,10,2,3,10,7,7,7.0
RM1289,35,26-35,0,0,1180,1,2,2,3,1,1804,2,1,90,3,2,4,4,0,5762,5k-10k,24442,2,Y,0,14,3,3,80,1,15,6,3,7,7,1,7.0
RM1303,35,26-35,0,3,185,1,23,4,3,1,1826,2,1,91,1,1,2,3,1,2705,Upto 5k,9696,0,Y,0,16,3,2,80,1,6,2,4,5,4,0,3.0
RM1346,35,26-35,0,3,219,1,16,2,4,1,1886,4,0,44,2,2,4,2,1,4788,Upto 5k,25388,0,Y,1,11,3,4,80,0,4,2,3,3,2,0,2.0
RM1381,35,26-35,0,3,682,2,18,4,3,1,1945,2,1,71,3,2,7,1,1,5561,5k-10k,15975,0,Y,0,16,3,4,80,1,6,2,1,5,3,0,4.0
RM1393,35,26-35,0,3,1224,2,7,4,1,1,1962,3,0,55,3,2,7,4,1,5204,5k-10k,13586,1,Y,1,11,3,4,80,0,10,2,3,10,8,0,9.0
RM1423,35,26-35,0,1,1490,1,11,4,3,1,2003,4,1,43,3,1,2,3,1,2660,Upto 5k,20232,7,Y,1,11,3,3,80,1,5,3,3,2,2,2,2.0
RM1425,35,26-35,0,3,1395,1,9,4,3,1,2008,2,1,48,3,2,6,3,2,5098,5k-10k,18698,1,Y,0,19,3,2,80,0,10,5,3,10,7,0,8.0
RM1451,35,26-35,0,3,1146,0,26,4,1,1,2040,3,0,31,3,3,1,4,2,8837,5k-10k,16642,1,Y,1,16,3,3,80,0,9,2,3,9,0,1,7.0
RM1457,35,26-35,0,2,1199,1,18,4,1,1,2049,3,1,80,3,2,0,3,1,5689,5k-10k,24594,1,Y,1,14,3,4,80,2,10,2,4,10,2,0,2.0
RM1459,35,26-35,0,3,287,1,1,4,1,1,2052,3,0,62,1,1,6,4,1,2977,Upto 5k,8952,1,Y,0,12,3,4,80,1,4,5,3,4,3,1,1.0
RM010,36,36-45,0,3,1299,1,27,3,3,1,13,3,1,94,3,2,0,3,1,5237,5k-10k,16577,6,Y,0,13,3,2,80,2,17,3,2,7,7,7,7.0
RM022,36,36-45,1,3,1218,2,9,4,1,1,27,3,1,82,2,1,8,1,2,3407,Upto 5k,6986,7,Y,0,23,4,2,80,0,10,4,3,5,3,0,3.0
RM039,36,36-45,0,3,852,1,5,4,1,1,51,2,0,82,2,1,6,1,1,3419,Upto 5k,13072,9,Y,1,14,3,4,80,1,6,3,4,1,1,0,0.0
RM065,36,36-45,0,3,1223,1,8,3,5,1,83,3,0,59,3,3,0,3,0,10096,10k-15k,8202,1,Y,0,13,3,2,80,3,17,2,3,17,14,12,8.0
RM067,36,36-45,0,2,1195,1,11,3,1,1,85,2,1,95,2,2,4,2,2,6499,5k-10k,22656,1,Y,0,13,3,3,80,0,6,3,3,6,5,0,3.0
RM070,36,36-45,1,3,318,1,9,3,3,1,90,4,1,79,2,1,6,3,1,3388,Upto 5k,21777,0,Y,1,17,3,1,80,1,2,0,2,1,0,0,
RM075,36,36-45,0,3,132,1,6,3,1,1,97,2,0,55,4,1,2,4,1,3038,Upto 5k,22002,3,Y,0,12,3,2,80,0,5,3,3,1,0,0,
RM118,36,36-45,0,2,1467,2,11,2,5,1,154,2,0,92,3,3,7,4,1,9738,5k-10k,22952,0,Y,0,14,3,3,80,1,10,6,3,9,7,2,8.0
RM119,36,36-45,0,3,922,1,3,2,1,1,155,1,0,39,3,1,2,4,0,2835,Upto 5k,2561,5,Y,0,22,4,1,80,1,7,2,3,1,0,0,0.0
RM136,36,36-45,0,3,216,1,6,2,3,1,178,2,1,84,3,2,4,2,0,4941,Upto 5k,2819,6,Y,0,20,4,4,80,2,7,0,3,3,2,0,1.0
RM173,36,36-45,0,2,1480,1,3,2,3,1,238,4,1,30,3,1,2,2,2,2088,Upto 5k,15062,4,Y,0,12,3,3,80,0,13,3,2,8,7,7,2.0
RM208,36,36-45,0,2,635,1,18,1,3,1,286,2,0,73,3,1,2,4,2,2153,Upto 5k,7703,1,Y,0,13,3,1,80,0,8,2,3,8,1,1,
RM221,36,36-45,0,3,1396,1,5,2,1,1,304,4,1,62,3,2,2,2,2,5914,5k-10k,9945,8,Y,0,16,3,4,80,0,16,3,4,13,11,3,7.0
RM270,36,36-45,0,3,1403,1,6,3,1,1,373,4,1,47,3,1,2,4,1,3210,Upto 5k,20251,0,Y,0,11,3,3,80,1,16,4,3,15,13,10,11.0
RM292,36,36-45,0,3,506,1,3,3,5,1,397,3,1,30,3,2,6,2,2,4485,Upto 5k,26285,4,Y,0,12,3,4,80,0,10,2,3,8,0,7,7.0
RM299,36,36-45,0,2,566,1,18,4,1,1,407,3,1,81,4,1,2,4,1,3688,Upto 5k,7122,4,Y,0,18,3,4,80,2,4,2,3,1,0,0,0.0
